type,product_internal_id,product_sku,product_name,product_name_pt,product_price,product_compare_to_price,product_is_inventory_tracked,product_quantity,product_quantity_out_of_stock_behaviour,product_low_stock_notification_quantity,product_quantity_minimum_allowed_for_purchase,product_quantity_maximum_allowed_for_purchase,product_is_available,product_media_main_image_url,product_media_main_image_alt,product_media_main_image_alt_pt,product_media_gallery_image_url_1,product_media_gallery_image_alt_1,product_media_gallery_translated_image_alt_1_pt,product_media_gallery_image_url_2,product_media_gallery_image_alt_2,product_media_gallery_translated_image_alt_2_pt,product_media_gallery_image_url_3,product_media_gallery_image_alt_3,product_media_gallery_translated_image_alt_3_pt,product_media_gallery_image_url_4,product_media_gallery_image_alt_4,product_media_gallery_translated_image_alt_4_pt,product_media_gallery_image_url_5,product_media_gallery_image_alt_5,product_media_gallery_translated_image_alt_5_pt,product_media_gallery_image_url_6,product_media_gallery_image_alt_6,product_media_gallery_translated_image_alt_6_pt,product_media_gallery_image_url_7,product_media_gallery_image_alt_7,product_media_gallery_translated_image_alt_7_pt,product_media_gallery_image_url_8,product_media_gallery_image_alt_8,product_media_gallery_translated_image_alt_8_pt,product_media_gallery_image_url_9,product_media_gallery_image_alt_9,product_media_gallery_translated_image_alt_9_pt,product_media_gallery_image_url_10,product_media_gallery_image_alt_10,product_media_gallery_translated_image_alt_10_pt,product_media_gallery_image_url_11,product_media_gallery_image_alt_11,product_media_gallery_translated_image_alt_11_pt,product_media_gallery_image_url_12,product_media_gallery_image_alt_12,product_media_gallery_translated_image_alt_12_pt,product_description,product_description_pt,product_category_1,product_category_2,product_is_featured,product_is_featured_order_by,product_price_per_unit,product_price_per_unit_pt,product_units_in_product,product_units_in_product_pt,product_brand,product_brand_pt,product_upc,product_upc_pt,product_attribute_MOQ,product_attribute_MOQ_pt,product_attribute_{Supplier 1},product_attribute_{Supplier 1}_pt,product_attribute_{Supplier 2},product_attribute_{Supplier 2}_pt,product_ribbon_text,product_ribbon_text_pt,product_ribbon_color,product_subtitle,product_subtitle_pt,product_weight,product_is_shipping_required,product_length,product_width,product_height,product_shipping_preparation_time_for_shipping_in_days,product_shipping_preparation_time_for_pickup_in_minutes,product_shipping_preparation_time_for_local_delivery_in_minutes,product_shipping_preparation_time_for_preorders_in_days,product_shipping_show_delivery_date_on_the_product_page,product_shipping_type,product_shipping_fixed_rate,product_shipping_method_markup,product_shipping_white_list,product_shipping_black_list,product_taxable,product_enabled_manual_taxes,product_tax_class_code,product_seo_title,product_seo_title_pt,product_seo_description,product_seo_description_pt,product_related_item_ids,product_related_item_skus,product_related_items_random,product_related_items_random_category,product_related_items_random_number_of_items,product_price_wholesale_quantity_1,product_price_wholesale_value_1,product_custom_price_enabled,product_cost_price,product_subscription_enabled,product_subscription_one_time_purchase_enabled,product_subscription_one_time_purchase_price,product_subscription_price_with_signup_fee,product_subscription_recurring_interval,product_subscription_recurring_interval_count,product_is_review_collection_enabled,product_google_product_category_code,product_option_name,product_option_name_pt,product_option_type,product_option_is_required,product_option_value,product_option_value_pt,product_option_markup,product_option_is_default_option_selection,product_option_swatch_hex_value,product_option_swatch_image,product_option_swatch_selector_is_image,product_variation_option_Color,product_variation_option_Length,product_variation_option_Number,product_variation_option_Size,product_variation_option_{Size I},product_variation_option_Type,product_variation_option_Watt,product_variation_option_size,product_variation_sku,category_internal_id,category_path,category_name_pt,category_is_available,category_description,category_description_pt,category_seo_title,category_seo_title_pt,category_seo_description,category_seo_description_pt,category_image,category_image_alt,category_image_alt_pt,category_order_by,source_store_id,url,custom_url_slug
product,684661538,89265,110mm End Cap Satas,,8.00,12.00,false,0,,1,1,1000,true,https://d2j6dbq0eux0bg.cloudfront.net/images/32555156/4604114295.png,,,https://d2j6dbq0eux0bg.cloudfront.net/images/32555156/4561192264.png,,,https://d2j6dbq0eux0bg.cloudfront.net/images/32555156/4457735652.png,,,https://d2j6dbq0eux0bg.cloudfront.net/images/32555156/4561135482.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p>110mm and 50mm PVC fittings are essential components in plumbing and drainage systems, designed for different pipe sizes and applications. The larger 110mm fittings, such as elbows (90° and 45°), couplers, tees, reducers, end caps, and access caps, are commonly used in soil, waste, and vent (SWV) systems for residential, commercial, and industrial drainage. These fittings allow for directional changes, pipe extensions, branch connections, size reductions, and system maintenance. On the other hand, 50mm PVC fittings, including elbows, couplers, tees, reducers, end caps, and saddle clamps, are used in smaller-scale systems like residential waste drainage, irrigation, and vent piping. They serve similar functions but on a smaller scale, providing flexibility for pipe routing, connections, and system termination. Both sizes of PVC fittings are valued for their durability, corrosion resistance, and ease of installation, making them integral to a wide range of piping systems.</p>",,Hardware & Electrical / Plumbing & Irrigation,,true,77,,,,,GAP,,,,1 Paket,,,,,,Promotion,,#F35A66,We do Only Packet Sales,,0.0,true,0.0,0.0,0.0,,,,,false,SELECTED_METHODS,0.00,0.00,286496-1728640572887,,true,,default,110mm End Caps,,"110mm and 50mm PVC fittings are essential components in plumbing and drainage systems, designed for different pipe sizes and applications. The larger 110mm fittings, such as elbows (90° and 45°), couplers, tees, reducers, end caps, and access caps, are commonly used in soil, waste, and vent (SWV)…",,,,true,,900,,,false,,false,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32555156,https://e-order.co.za/products/110mm-end-cap-satas,
product_option,684661538,89265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Color,,SIZE,false,SV,,0.00,true,,,,,,,,,,,,,,,,,,,,,,,,,,,32555156,,
product_option,684661538,89265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Color,,SIZE,false,UG,,0.00,false,,,,,,,,,,,,,,,,,,,,,,,,,,,32555156,,
product_variation,684661538,89265,,,8.00,12.00,false,0,ALLOW_PREORDER,1,1,1000,,https://d2j6dbq0eux0bg.cloudfront.net/images/32555156/4561188758.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,true,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UG,,,,,,,,GAP0046,,,,,,,,,,,,,,,32555156,https://e-order.co.za/products/110mm-end-cap-satas?variation=425286965,
product_variation,684661538,89265,,,8.00,12.00,false,0,ALLOW_PREORDER,1,1,1000,,https://d2j6dbq0eux0bg.cloudfront.net/images/32555156/4561189439.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,true,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SV,,,,,,,,GAP0045,,,,,,,,,,,,,,,32555156,https://e-order.co.za/products/110mm-end-cap-satas?variation=425286966,
product,215080858,FPC110,110mm Flexi Pan Collar imported,,60.00,,false,0,,1,1,1000,true,https://d2j6dbq0eux0bg.cloudfront.net/images/32555156/1527852928.jpg,,,https://d2j6dbq0eux0bg.cloudfront.net/images/32555156/3543879804.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p>110mm and 50mm PVC fittings are essential components in plumbing and drainage systems, designed for different pipe sizes and applications. The larger 110mm fittings, such as elbows (90° and 45°), couplers, tees, reducers, end caps, and access caps, are commonly used in soil, waste, and vent (SWV) systems for residential, commercial, and industrial drainage. These fittings allow for directional changes, pipe extensions, branch connections, size reductions, and system maintenance. On the other hand, 50mm PVC fittings, including elbows, couplers, tees, reducers, end caps, and saddle clamps, are used in smaller-scale systems like residential waste drainage, irrigation, and vent piping. They serve similar functions but on a smaller scale, providing flexibility for pipe routing, connections, and system termination. Both sizes of PVC fittings are valued for their durability, corrosion resistance, and ease of installation, making them integral to a wide range of piping systems.</p>",,Hardware & Electrical / Plumbing & Irrigation,,true,2,,,,,Zap,,,,10,,,,,,Promotion,,#F35A66,,,0.0,true,0.0,0.0,0.0,,,,,false,SELECTED_METHODS,0.00,0.00,286496-1728640572887,,true,,default,110mm Flexi Pan Collar imported,,"110mm and 50mm PVC fittings are essential components in plumbing and drainage systems, designed for different pipe sizes and applications. The larger 110mm fittings, such as elbows (90° and 45°), couplers, tees, reducers, end caps, and access caps, are commonly used in soil, waste, and vent (SWV)…",,,,true,,900,,,false,36.00,false,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32555156,https://e-order.co.za/products/110mm-flexi-pan-collar-imported,
product,673593333,GAP0060,110mm Gully Grid Only Satas,,8.00,10.00,false,0,,1,1,1000,true,https://d2j6dbq0eux0bg.cloudfront.net/images/32555156/4604129132.png,,,https://d2j6dbq0eux0bg.cloudfront.net/images/32555156/4393784149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p>110mm and 50mm PVC fittings are essential components in plumbing and drainage systems, designed for different pipe sizes and applications. The larger 110mm fittings, such as elbows (90° and 45°), couplers, tees, reducers, end caps, and access caps, are commonly used in soil, waste, and vent (SWV) systems for residential, commercial, and industrial drainage. These fittings allow for directional changes, pipe extensions, branch connections, size reductions, and system maintenance. On the other hand, 50mm PVC fittings, including elbows, couplers, tees, reducers, end caps, and saddle clamps, are used in smaller-scale systems like residential waste drainage, irrigation, and vent piping. They serve similar functions but on a smaller scale, providing flexibility for pipe routing, connections, and system termination. Both sizes of PVC fittings are valued for their durability, corrosion resistance, and ease of installation, making them integral to a wide range of piping systems.</p>",,Hardware & Electrical / Plumbing & Irrigation,,true,74,,,,,,,,,20,,,,,,Promotion,,#F35A66,,,1.5,true,0.0,0.0,0.0,,,,,false,SELECTED_METHODS,0.00,0.00,286496-1728640572887,,true,,default,110mm Gully Grid Only,,"110mm and 50mm PVC fittings are essential components in plumbing and drainage systems, designed for different pipe sizes and applications. The larger 110mm fittings, such as elbows (90° and 45°), couplers, tees, reducers, end caps, and access caps, are commonly used in soil, waste, and vent (SWV)…",,,,false,,5,,,false,4.00,false,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32555156,https://e-order.co.za/products/110mm-gully-grid-only-satas,
product,673203666,GAP0024,110mm Gully Head & Grid Satas,,20.00,20.00,false,0,,1,1,1000,true,https://d2j6dbq0eux0bg.cloudfront.net/images/32555156/4604545519.png,,,https://d2j6dbq0eux0bg.cloudfront.net/images/32555156/4391101489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p>110mm and 50mm PVC fittings are essential components in plumbing and drainage systems, designed for different pipe sizes and applications. The larger 110mm fittings, such as elbows (90° and 45°), couplers, tees, reducers, end caps, and access caps, are commonly used in soil, waste, and vent (SWV) systems for residential, commercial, and industrial drainage. These fittings allow for directional changes, pipe extensions, branch connections, size reductions, and system maintenance. On the other hand, 50mm PVC fittings, including elbows, couplers, tees, reducers, end caps, and saddle clamps, are used in smaller-scale systems like residential waste drainage, irrigation, and vent piping. They serve similar functions but on a smaller scale, providing flexibility for pipe routing, connections, and system termination. Both sizes of PVC fittings are valued for their durability, corrosion resistance, and ease of installation, making them integral to a wide range of piping systems.</p>",,Hardware & Electrical / Plumbing & Irrigation,,true,37,,,,,,,,,20,,,,,,Promotion,,#F35A66,,,1.5,true,0.0,0.0,0.0,,,,,false,SELECTED_METHODS,0.00,0.00,286496-1728640572887,,true,,default,110mm Gully Head & Grid,,"110mm and 50mm PVC fittings are essential components in plumbing and drainage systems, designed for different pipe sizes and applications. The larger 110mm fittings, such as elbows (90° and 45°), couplers, tees, reducers, end caps, and access caps, are commonly used in soil, waste, and vent (SWV)…",,,,true,,900,,,false,13.00,false,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32555156,https://e-order.co.za/products/110mm-gully-head--grid-satas,
product,673196245,GAP0026,110mm Gully P Trap Duble Rubber Satas,,46.00,46.00,false,0,,1,1,1000,true,https://d2j6dbq0eux0bg.cloudfront.net/images/32555156/4604535335.png,,,https://d2j6dbq0eux0bg.cloudfront.net/images/32555156/4391268075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p>110mm and 50mm PVC fittings are essential components in plumbing and drainage systems, designed for different pipe sizes and applications. The larger 110mm fittings, such as elbows (90° and 45°), couplers, tees, reducers, end caps, and access caps, are commonly used in soil, waste, and vent (SWV) systems for residential, commercial, and industrial drainage. These fittings allow for directional changes, pipe extensions, branch connections, size reductions, and system maintenance. On the other hand, 50mm PVC fittings, including elbows, couplers, tees, reducers, end caps, and saddle clamps, are used in smaller-scale systems like residential waste drainage, irrigation, and vent piping. They serve similar functions but on a smaller scale, providing flexibility for pipe routing, connections, and system termination. Both sizes of PVC fittings are valued for their durability, corrosion resistance, and ease of installation, making them integral to a wide range of piping systems.</p>",,Hardware & Electrical / Plumbing & Irrigation,,true,33,,,,,,,,,6,,,,,,Promotion,,#F35A66,,,1.5,true,0.0,0.0,0.0,,,,,false,SELECTED_METHODS,0.00,0.00,286496-1728640572887,,true,,default,110mm Gully P Trap D/Rubber,,"110mm and 50mm PVC fittings are essential components in plumbing and drainage systems, designed for different pipe sizes and applications. The larger 110mm fittings, such as elbows (90° and 45°), couplers, tees, reducers, end caps, and access caps, are commonly used in soil, waste, and vent (SWV)…",,,,true,,900,,,false,29.00,false,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32555156,https://e-order.co.za/products/110mm-gully-p-trap-duble-rubber-satas,
product,684676572,GAP0032,110mm Half Round Gutter Outlet x 10s,,300.00,,false,0,,1,1,1000,true,https://d2j6dbq0eux0bg.cloudfront.net/images/32555156/4457977329.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p><strong>110mm Half Round Gutter Outlet x 10s – Efficient Rainwater Drainage Solution</strong></p><p>The <strong>110mm Half Round Gutter Outlet x 10s</strong> is designed to provide an efficient and reliable outlet for rainwater drainage in half round gutter systems. This pack of 10 outlets ensures seamless water flow from the gutter to the downpipe, helping to prevent overflow and water damage. Its durable construction and precise fit make it an ideal choice for residential and commercial roofing systems.</p><p>Made from high-quality materials, these gutter outlets are built to withstand the elements, offering long-lasting performance and easy installation across a variety of building types.</p>",,Hardware & Electrical / Plumbing & Irrigation,,true,78,30,,10,,GAP,,,,1 Paket,,,,,,Promotion,,#F35A66,We do Only Packet Sales,,0.0,true,0.0,0.0,0.0,,,,,false,SELECTED_METHODS,0.00,0.00,286496-1728640572887,,true,,default,Half Round Gutter Outlet,,110mm Half Round Gutter Outlet x 10s – Efficient Rainwater Drainage Solution The 110mm Half Round Gutter Outlet x 10s is designed to provide an efficient and reliable outlet for rainwater drainage in half round gutter systems. This pack of 10 outlets ensures seamless water flow from the gutter to…,,,,false,,5,,,false,,false,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32555156,https://e-order.co.za/products/110mm-half-round-gutter-outlet-x-10s,
product,673590597,GAP0070,110mm Kimberly Collar SV Satas,,27.50,30.00,false,0,,1,1,1000,true,https://d2j6dbq0eux0bg.cloudfront.net/images/32555156/4604371214.png,,,https://d2j6dbq0eux0bg.cloudfront.net/images/32555156/4393778588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p>110mm and 50mm PVC fittings are essential components in plumbing and drainage systems, designed for different pipe sizes and applications. The larger 110mm fittings, such as elbows (90° and 45°), couplers, tees, reducers, end caps, and access caps, are commonly used in soil, waste, and vent (SWV) systems for residential, commercial, and industrial drainage. These fittings allow for directional changes, pipe extensions, branch connections, size reductions, and system maintenance. On the other hand, 50mm PVC fittings, including elbows, couplers, tees, reducers, end caps, and saddle clamps, are used in smaller-scale systems like residential waste drainage, irrigation, and vent piping. They serve similar functions but on a smaller scale, providing flexibility for pipe routing, connections, and system termination. Both sizes of PVC fittings are valued for their durability, corrosion resistance, and ease of installation, making them integral to a wide range of piping systems.</p>",,Hardware & Electrical / Plumbing & Irrigation,,true,70,,,,,,,,,20,,,,,,Promotion,,#F35A66,,,1.5,true,0.0,0.0,0.0,,,,,false,SELECTED_METHODS,0.00,0.00,286496-1728640572887,,true,,default,110mm SV Kimberely Collar,,"110mm and 50mm PVC fittings are essential components in plumbing and drainage systems, designed for different pipe sizes and applications. The larger 110mm fittings, such as elbows (90° and 45°), couplers, tees, reducers, end caps, and access caps, are commonly used in soil, waste, and vent (SWV)…",,,,false,,5,,,false,18.50,false,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32555156,https://e-order.co.za/products/110mm-kimberly-collar-sv-satas,
product,673236609,GAP0071,110mm Kimberly Collar UG Satas,,27.00,28.00,false,0,,1,1,1000,true,https://d2j6dbq0eux0bg.cloudfront.net/images/32555156/4604534061.png,,,https://d2j6dbq0eux0bg.cloudfront.net/images/32555156/4391283370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p>110mm and 50mm PVC fittings are essential components in plumbing and drainage systems, designed for different pipe sizes and applications. The larger 110mm fittings, such as elbows (90° and 45°), couplers, tees, reducers, end caps, and access caps, are commonly used in soil, waste, and vent (SWV) systems for residential, commercial, and industrial drainage. These fittings allow for directional changes, pipe extensions, branch connections, size reductions, and system maintenance. On the other hand, 50mm PVC fittings, including elbows, couplers, tees, reducers, end caps, and saddle clamps, are used in smaller-scale systems like residential waste drainage, irrigation, and vent piping. They serve similar functions but on a smaller scale, providing flexibility for pipe routing, connections, and system termination. Both sizes of PVC fittings are valued for their durability, corrosion resistance, and ease of installation, making them integral to a wide range of piping systems.</p>",,Hardware & Electrical / Plumbing & Irrigation,,true,41,,,,,,,,,20,,,,,,Promotion,,#F35A66,,,1.5,true,0.0,0.0,0.0,,,,,false,SELECTED_METHODS,0.00,0.00,286496-1728640572887,,true,,default,110mm Kimberely Collar UG,,"110mm and 50mm PVC fittings are essential components in plumbing and drainage systems, designed for different pipe sizes and applications. The larger 110mm fittings, such as elbows (90° and 45°), couplers, tees, reducers, end caps, and access caps, are commonly used in soil, waste, and vent (SWV)…",,,,true,,900,,,false,17.50,false,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32555156,https://e-order.co.za/products/110mm-kimberly-collar-ug-satas,
product,706914124,GAP0085,110mm Pan Collar Bend SV IE Satas,,40.00,,false,0,,1,1,1000,true,https://d2j6dbq0eux0bg.cloudfront.net/images/32555156/4622985224.png,,,https://d2j6dbq0eux0bg.cloudfront.net/images/32555156/1557106754.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p>110mm and 50mm PVC fittings are essential components in plumbing and drainage systems, designed for different pipe sizes and applications. The larger 110mm fittings, such as elbows (90° and 45°), couplers, tees, reducers, end caps, and access caps, are commonly used in soil, waste, and vent (SWV) systems for residential, commercial, and industrial drainage. These fittings allow for directional changes, pipe extensions, branch connections, size reductions, and system maintenance. On the other hand, 50mm PVC fittings, including elbows, couplers, tees, reducers, end caps, and saddle clamps, are used in smaller-scale systems like residential waste drainage, irrigation, and vent piping. They serve similar functions but on a smaller scale, providing flexibility for pipe routing, connections, and system termination. Both sizes of PVC fittings are valued for their durability, corrosion resistance, and ease of installation, making them integral to a wide range of piping systems.</p>",,Hardware & Electrical / Plumbing & Irrigation,,true,85,,,,,GAP,,,,10,,,,,,Promotion,,#F35A66,,,1.5,true,0.0,0.0,0.0,,,,,false,SELECTED_METHODS,0.00,0.00,286496-1728640572887,,true,,default,110mm Pan Collar Bend SV IE Satas,,"110mm and 50mm PVC fittings are essential components in plumbing and drainage systems, designed for different pipe sizes and applications. The larger 110mm fittings, such as elbows (90° and 45°), couplers, tees, reducers, end caps, and access caps, are commonly used in soil, waste, and vent (SWV)…",,,,true,,100,,,false,,false,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32555156,https://e-order.co.za/products/110mm-pan-collar-bend-sv-ie-satas,110mm-pan-collar-bend-sv-ie-satas
product,215080863,GAP0084,110mm Pan Collar Bend SV Satas,,42.00,,false,0,,1,1,1000,true,https://d2j6dbq0eux0bg.cloudfront.net/images/32555156/4622989936.png,,,https://d2j6dbq0eux0bg.cloudfront.net/images/32555156/1557106754.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p>110mm and 50mm PVC fittings are essential components in plumbing and drainage systems, designed for different pipe sizes and applications. The larger 110mm fittings, such as elbows (90° and 45°), couplers, tees, reducers, end caps, and access caps, are commonly used in soil, waste, and vent (SWV) systems for residential, commercial, and industrial drainage. These fittings allow for directional changes, pipe extensions, branch connections, size reductions, and system maintenance. On the other hand, 50mm PVC fittings, including elbows, couplers, tees, reducers, end caps, and saddle clamps, are used in smaller-scale systems like residential waste drainage, irrigation, and vent piping. They serve similar functions but on a smaller scale, providing flexibility for pipe routing, connections, and system termination. Both sizes of PVC fittings are valued for their durability, corrosion resistance, and ease of installation, making them integral to a wide range of piping systems.</p>",,Hardware & Electrical / Plumbing & Irrigation,,true,3,,,,,GAP,,,,10,,,,,,Promotion,,#F35A66,,,1.5,true,0.0,0.0,0.0,,,,,false,SELECTED_METHODS,0.00,0.00,286496-1728640572887,,true,,default,110mm Pan Collar Bend,,"110mm and 50mm PVC fittings are essential components in plumbing and drainage systems, designed for different pipe sizes and applications. The larger 110mm fittings, such as elbows (90° and 45°), couplers, tees, reducers, end caps, and access caps, are commonly used in soil, waste, and vent (SWV)…",,,,true,,900,,,false,,false,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32555156,https://e-order.co.za/products/110mm-pan-collar-bend-sv-satas,
product,673589841,GAP0023,110mm Single Socket SV Satas,,20.00,26.00,false,0,,1,1,1000,true,https://d2j6dbq0eux0bg.cloudfront.net/images/32555156/4604482823.png,,,https://d2j6dbq0eux0bg.cloudfront.net/images/32555156/4393768366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p>110mm and 50mm PVC fittings are essential components in plumbing and drainage systems, designed for different pipe sizes and applications. The larger 110mm fittings, such as elbows (90° and 45°), couplers, tees, reducers, end caps, and access caps, are commonly used in soil, waste, and vent (SWV) systems for residential, commercial, and industrial drainage. These fittings allow for directional changes, pipe extensions, branch connections, size reductions, and system maintenance. On the other hand, 50mm PVC fittings, including elbows, couplers, tees, reducers, end caps, and saddle clamps, are used in smaller-scale systems like residential waste drainage, irrigation, and vent piping. They serve similar functions but on a smaller scale, providing flexibility for pipe routing, connections, and system termination. Both sizes of PVC fittings are valued for their durability, corrosion resistance, and ease of installation, making them integral to a wide range of piping systems.</p>",,Hardware & Electrical / Plumbing & Irrigation,,true,64,,,,,,,,,20,,,,,,Promotion,,#F35A66,,,1.5,true,0.0,0.0,0.0,,,,,false,SELECTED_METHODS,0.00,0.00,286496-1728640572887,,true,,default,110mm Single Socket SV,,"110mm and 50mm PVC fittings are essential components in plumbing and drainage systems, designed for different pipe sizes and applications. The larger 110mm fittings, such as elbows (90° and 45°), couplers, tees, reducers, end caps, and access caps, are commonly used in soil, waste, and vent (SWV)…",,,,false,,5,,,false,11.00,false,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32555156,https://e-order.co.za/products/110mm-single-socket-sv-satas,
product,673190443,GAP0022,110mm Single Socket UG Satas,,18.50,20.00,false,0,,1,1,1000,true,https://d2j6dbq0eux0bg.cloudfront.net/images/32555156/4604537968.png,,,https://d2j6dbq0eux0bg.cloudfront.net/images/32555156/4391101410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p>110mm and 50mm PVC fittings are essential components in plumbing and drainage systems, designed for different pipe sizes and applications. The larger 110mm fittings, such as elbows (90° and 45°), couplers, tees, reducers, end caps, and access caps, are commonly used in soil, waste, and vent (SWV) systems for residential, commercial, and industrial drainage. These fittings allow for directional changes, pipe extensions, branch connections, size reductions, and system maintenance. On the other hand, 50mm PVC fittings, including elbows, couplers, tees, reducers, end caps, and saddle clamps, are used in smaller-scale systems like residential waste drainage, irrigation, and vent piping. They serve similar functions but on a smaller scale, providing flexibility for pipe routing, connections, and system termination. Both sizes of PVC fittings are valued for their durability, corrosion resistance, and ease of installation, making them integral to a wide range of piping systems.</p>",,Hardware & Electrical / Plumbing & Irrigation,,true,31,,,,,,,,,10,,,,,,Promotion,,#F35A66,,,1.5,true,0.0,0.0,0.0,,,,,false,SELECTED_METHODS,0.00,0.00,286496-1728640572887,,true,,default,110mm Single Socket UG,,"110mm and 50mm PVC fittings are essential components in plumbing and drainage systems, designed for different pipe sizes and applications. The larger 110mm fittings, such as elbows (90° and 45°), couplers, tees, reducers, end caps, and access caps, are commonly used in soil, waste, and vent (SWV)…",,,,true,,900,,,false,11.00,false,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32555156,https://e-order.co.za/products/110mm-single-socket-ug-satas,
product,673593323,GAP0021,110mm S.Weld Pan Connector SV Satas,,22.00,24.00,false,0,,1,1,1000,true,https://d2j6dbq0eux0bg.cloudfront.net/images/32555156/4604481228.png,,,https://d2j6dbq0eux0bg.cloudfront.net/images/32555156/4393768117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p>110mm and 50mm PVC fittings are essential components in plumbing and drainage systems, designed for different pipe sizes and applications. The larger 110mm fittings, such as elbows (90° and 45°), couplers, tees, reducers, end caps, and access caps, are commonly used in soil, waste, and vent (SWV) systems for residential, commercial, and industrial drainage. These fittings allow for directional changes, pipe extensions, branch connections, size reductions, and system maintenance. On the other hand, 50mm PVC fittings, including elbows, couplers, tees, reducers, end caps, and saddle clamps, are used in smaller-scale systems like residential waste drainage, irrigation, and vent piping. They serve similar functions but on a smaller scale, providing flexibility for pipe routing, connections, and system termination. Both sizes of PVC fittings are valued for their durability, corrosion resistance, and ease of installation, making them integral to a wide range of piping systems.</p>",,Hardware & Electrical / Plumbing & Irrigation,,true,73,,,,,,,,,20,,,,,,Promotion,,#F35A66,,,1.5,true,0.0,0.0,0.0,,,,,false,SELECTED_METHODS,0.00,0.00,286496-1728640572887,,true,,default,110mm S.Weld Pan connector SV,,"110mm and 50mm PVC fittings are essential components in plumbing and drainage systems, designed for different pipe sizes and applications. The larger 110mm fittings, such as elbows (90° and 45°), couplers, tees, reducers, end caps, and access caps, are commonly used in soil, waste, and vent (SWV)…",,,,false,,5,,,false,13.00,false,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32555156,https://e-order.co.za/products/110mm-s-weld-pan-connector-sv-satas,
